person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,income_group,loan_amount_group,loan_income_group,income_per_loan,credit_history_to_age
48,55000,RENT,9.0,MEDICAL,C,10200,13.92,0,0.19,N,16,50K-75K,10K-15K,10-20%,5.392156862745098,0.3333333333333333
37,78000,RENT,14.0,EDUCATION,C,10200,13.06,0,0.13,Y,13,75K-100K,10K-15K,10-20%,7.647058823529412,0.35135135135135137
48,83500,RENT,7.0,EDUCATION,A,10200,5.79,0,0.12,N,14,75K-100K,10K-15K,10-20%,8.186274509803921,0.2916666666666667
38,77250,OWN,4.0,VENTURE,A,3000,8.59,0,0.04,N,15,75K-100K,0-5K,0-10%,25.75,0.39473684210526316
39,77256,MORTGAGE,16.0,HOMEIMPROVEMENT,B,10000,11.86,0,0.13,N,11,75K-100K,5K-10K,10-20%,7.7256,0.28205128205128205
36,132000,RENT,3.0,HOMEIMPROVEMENT,A,10200,7.51,0,0.08,N,13,100K+,10K-15K,0-10%,12.941176470588236,0.3611111111111111
39,26000,RENT,11.0,DEBTCONSOLIDATION,A,11000,8.59,1,0.42,N,12,Below 30K,10K-15K,40-50%,2.3636363636363638,0.3076923076923077
47,77533,MORTGAGE,19.0,EDUCATION,B,25000,10.99,0,0.32,N,14,75K-100K,20K+,30-40%,3.10132,0.2978723404255319
49,77736,MORTGAGE,4.0,DEBTCONSOLIDATION,A,8000,6.03,0,0.1,N,17,75K-100K,5K-10K,0-10%,9.717,0.3469387755102041
42,36000,RENT,0.0,MEDICAL,C,11000,11.97,1,0.31,Y,16,30K-50K,10K-15K,30-40%,3.272727272727273,0.38095238095238093
39,60000,RENT,1.0,MEDICAL,B,11025,10.59,0,0.18,N,12,50K-75K,10K-15K,10-20%,5.442176870748299,0.3076923076923077
38,35000,RENT,22.0,EDUCATION,A,11100,6.62,1,0.32,N,14,30K-50K,10K-15K,30-40%,3.1531531531531534,0.3684210526315789
42,78000,MORTGAGE,6.0,EDUCATION,B,20000,10.99,0,0.26,N,11,75K-100K,15K-20K,20-30%,3.9,0.2619047619047619
38,78000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,3225,5.79,0,0.04,N,13,75K-100K,0-5K,0-10%,24.186046511627907,0.34210526315789475
37,40000,OWN,6.0,PERSONAL,B,3000,9.91,0,0.07,N,15,30K-50K,0-5K,0-10%,13.333333333333334,0.40540540540540543
38,78000,MORTGAGE,8.0,EDUCATION,A,6250,6.76,0,0.08,N,16,75K-100K,5K-10K,0-10%,12.48,0.42105263157894735
36,78000,MORTGAGE,7.0,PERSONAL,A,15000,7.88,0,0.19,N,16,75K-100K,10K-15K,10-20%,5.2,0.4444444444444444
36,62200,RENT,3.0,HOMEIMPROVEMENT,B,11200,10.59,0,0.18,N,16,50K-75K,10K-15K,10-20%,5.553571428571429,0.4444444444444444
38,78000,MORTGAGE,19.0,VENTURE,A,4575,7.74,0,0.06,N,14,75K-100K,0-5K,0-10%,17.049180327868854,0.3684210526315789
42,66000,RENT,9.0,DEBTCONSOLIDATION,A,11200,5.79,0,0.17,N,12,50K-75K,10K-15K,10-20%,5.892857142857143,0.2857142857142857
39,78000,MORTGAGE,5.0,EDUCATION,C,12000,13.57,0,0.15,N,11,75K-100K,10K-15K,10-20%,6.5,0.28205128205128205
45,68000,RENT,13.0,PERSONAL,C,11200,10.99,0,0.16,N,17,50K-75K,10K-15K,10-20%,6.071428571428571,0.37777777777777777
37,78000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,12000,9.83,0,0.15,N,11,75K-100K,10K-15K,10-20%,6.5,0.2972972972972973
42,78000,MORTGAGE,4.0,MEDICAL,C,8000,10.78,0,0.1,Y,13,75K-100K,5K-10K,0-10%,9.75,0.30952380952380953
42,78456,MORTGAGE,5.0,MEDICAL,B,25000,10.36,0,0.32,N,16,75K-100K,20K+,30-40%,3.13824,0.38095238095238093
40,132000,RENT,18.0,DEBTCONSOLIDATION,C,11200,12.68,0,0.08,N,12,100K+,10K-15K,0-10%,11.785714285714286,0.3
50,150000,RENT,0.0,HOMEIMPROVEMENT,B,11200,11.14,0,0.07,N,11,100K+,10K-15K,0-10%,13.392857142857142,0.22
36,40000,RENT,2.0,EDUCATION,C,11250,14.27,0,0.28,N,12,30K-50K,10K-15K,20-30%,3.5555555555555554,0.3333333333333333
45,33600,RENT,8.0,VENTURE,D,11300,12.17,1,0.34,N,11,30K-50K,10K-15K,30-40%,2.9734513274336285,0.24444444444444444
39,78840,MORTGAGE,18.0,DEBTCONSOLIDATION,B,15000,11.71,0,0.19,N,13,75K-100K,10K-15K,10-20%,5.256,0.3333333333333333
42,60000,RENT,3.0,PERSONAL,C,11300,13.61,0,0.19,Y,14,50K-75K,10K-15K,10-20%,5.3097345132743365,0.3333333333333333
43,79000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,4000,8.88,0,0.05,N,12,75K-100K,0-5K,0-10%,19.75,0.27906976744186046
36,79200,MORTGAGE,19.0,PERSONAL,A,10000,6.03,0,0.13,N,14,75K-100K,5K-10K,10-20%,7.92,0.3888888888888889
47,79500,MORTGAGE,0.0,EDUCATION,A,16000,7.51,0,0.2,N,13,75K-100K,15K-20K,10-20%,4.96875,0.2765957446808511
41,33150,RENT,5.0,EDUCATION,C,11500,12.98,1,0.35,N,15,30K-50K,10K-15K,30-40%,2.882608695652174,0.36585365853658536
40,62540,MORTGAGE,5.0,MEDICAL,F,7500,19.04,1,0.1,Y,12,50K-75K,5K-10K,0-10%,8.338666666666667,0.3
37,39600,RENT,2.0,PERSONAL,C,11500,13.48,0,0.29,N,15,30K-50K,10K-15K,20-30%,3.4434782608695653,0.40540540540540543
39,41725,RENT,4.0,VENTURE,D,11500,14.09,0,0.28,Y,13,30K-50K,10K-15K,20-30%,3.628260869565217,0.3333333333333333
40,40000,OWN,2.0,EDUCATION,E,10000,10.99,0,0.25,N,16,30K-50K,5K-10K,20-30%,4.0,0.4
39,55600,RENT,0.0,HOMEIMPROVEMENT,C,11500,13.22,0,0.21,N,11,50K-75K,10K-15K,20-30%,4.834782608695652,0.28205128205128205
41,80000,OWN,24.0,VENTURE,B,17000,10.99,0,0.21,N,16,75K-100K,15K-20K,20-30%,4.705882352941177,0.3902439024390244
44,80000,MORTGAGE,14.0,MEDICAL,A,10000,6.03,0,0.13,N,15,75K-100K,5K-10K,10-20%,8.0,0.3409090909090909
37,73000,RENT,4.0,DEBTCONSOLIDATION,B,11500,12.21,0,0.16,N,11,50K-75K,10K-15K,10-20%,6.3478260869565215,0.2972972972972973
40,40000,OWN,12.0,HOMEIMPROVEMENT,B,13750,8.88,0,0.34,N,16,30K-50K,10K-15K,30-40%,2.909090909090909,0.4
37,74000,MORTGAGE,6.0,PERSONAL,D,10000,16.29,1,0.14,N,14,50K-75K,5K-10K,10-20%,7.4,0.3783783783783784
43,30000,RENT,0.0,PERSONAL,C,11525,13.57,1,0.38,Y,17,Below 30K,10K-15K,30-40%,2.6030368763557483,0.3953488372093023
36,80000,MORTGAGE,4.0,VENTURE,A,10000,6.62,0,0.13,N,14,75K-100K,5K-10K,10-20%,8.0,0.3888888888888889
37,80000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,13000,6.62,0,0.16,N,13,75K-100K,10K-15K,10-20%,6.153846153846154,0.35135135135135137
36,80000,MORTGAGE,3.0,VENTURE,B,12025,10.65,0,0.15,N,16,75K-100K,10K-15K,10-20%,6.652806652806653,0.4444444444444444
43,55000,RENT,3.0,MEDICAL,B,11750,10.99,0,0.21,N,17,50K-75K,10K-15K,20-30%,4.680851063829787,0.3953488372093023
42,62900,MORTGAGE,26.0,MEDICAL,C,3000,10.99,1,0.04,N,14,50K-75K,0-5K,0-10%,20.966666666666665,0.3333333333333333
48,20400,RENT,4.0,MEDICAL,A,12000,7.49,1,0.59,N,12,Below 30K,10K-15K,50%+,1.7,0.25
42,80000,MORTGAGE,3.0,PERSONAL,B,10000,11.49,0,0.13,N,14,75K-100K,5K-10K,10-20%,8.0,0.3333333333333333
43,80000,MORTGAGE,3.0,VENTURE,A,9800,5.99,0,0.12,N,17,75K-100K,5K-10K,10-20%,8.16326530612245,0.3953488372093023
47,27000,RENT,2.0,PERSONAL,D,12000,13.3,1,0.44,N,12,Below 30K,10K-15K,40-50%,2.25,0.2553191489361702
36,80000,MORTGAGE,5.0,EDUCATION,B,20000,10.99,0,0.25,N,15,75K-100K,15K-20K,20-30%,4.0,0.4166666666666667
43,80000,MORTGAGE,20.0,DEBTCONSOLIDATION,A,10000,6.99,0,0.13,N,15,75K-100K,5K-10K,10-20%,8.0,0.3488372093023256
37,30000,RENT,8.0,VENTURE,B,12000,12.42,1,0.4,N,15,Below 30K,10K-15K,30-40%,2.5,0.40540540540540543
44,30000,RENT,2.0,DEBTCONSOLIDATION,B,12000,11.11,1,0.4,N,15,Below 30K,10K-15K,30-40%,2.5,0.3409090909090909
42,80000,MORTGAGE,8.0,PERSONAL,B,5000,11.99,0,0.06,N,17,75K-100K,0-5K,0-10%,16.0,0.40476190476190477
44,30000,RENT,0.0,MEDICAL,B,12000,11.83,1,0.4,N,11,Below 30K,10K-15K,30-40%,2.5,0.25
49,74000,MORTGAGE,20.0,DEBTCONSOLIDATION,E,12000,17.99,1,0.16,N,15,50K-75K,10K-15K,10-20%,6.166666666666667,0.30612244897959184
43,80000,MORTGAGE,3.0,PERSONAL,A,10000,10.99,0,0.13,N,16,75K-100K,5K-10K,10-20%,8.0,0.37209302325581395
36,80000,MORTGAGE,20.0,DEBTCONSOLIDATION,A,5000,7.29,0,0.06,N,16,75K-100K,0-5K,0-10%,16.0,0.4444444444444444
46,80000,MORTGAGE,13.0,HOMEIMPROVEMENT,D,20000,14.54,0,0.25,N,13,75K-100K,15K-20K,20-30%,4.0,0.2826086956521739
37,32000,RENT,0.0,VENTURE,A,12000,7.49,1,0.38,N,15,30K-50K,10K-15K,30-40%,2.6666666666666665,0.40540540540540543
38,80000,MORTGAGE,7.0,HOMEIMPROVEMENT,A,10000,7.29,0,0.13,N,16,75K-100K,5K-10K,10-20%,8.0,0.42105263157894735
39,80000,MORTGAGE,18.0,PERSONAL,C,5600,13.43,0,0.07,N,13,75K-100K,5K-10K,0-10%,14.285714285714286,0.3333333333333333
37,80000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,10000,9.99,0,0.13,N,13,75K-100K,5K-10K,10-20%,8.0,0.35135135135135137
36,33600,RENT,3.0,EDUCATION,B,12000,11.36,1,0.36,N,13,30K-50K,10K-15K,30-40%,2.8,0.3611111111111111
37,40000,OWN,1.0,VENTURE,B,15000,11.48,0,0.38,N,14,30K-50K,10K-15K,30-40%,2.6666666666666665,0.3783783783783784
37,80000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,3000,10.99,0,0.04,Y,15,75K-100K,0-5K,0-10%,26.666666666666668,0.40540540540540543
46,80000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,10000,6.17,0,0.13,N,13,75K-100K,5K-10K,10-20%,8.0,0.2826086956521739
47,80000,MORTGAGE,2.0,EDUCATION,A,10000,6.54,0,0.13,N,13,75K-100K,5K-10K,10-20%,8.0,0.2765957446808511
38,80000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,4000,12.98,0,0.05,Y,13,75K-100K,0-5K,0-10%,20.0,0.34210526315789475
36,74000,MORTGAGE,20.0,HOMEIMPROVEMENT,F,25000,17.8,1,0.34,Y,11,50K-75K,20K+,30-40%,2.96,0.3055555555555556
39,80000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,19800,13.23,0,0.25,Y,13,75K-100K,15K-20K,20-30%,4.040404040404041,0.3333333333333333
46,80000,MORTGAGE,8.0,VENTURE,B,5000,11.86,0,0.06,N,15,75K-100K,0-5K,0-10%,16.0,0.32608695652173914
36,80000,MORTGAGE,9.0,EDUCATION,C,6000,10.99,0,0.07,N,11,75K-100K,5K-10K,0-10%,13.333333333333334,0.3055555555555556
38,36500,RENT,3.0,EDUCATION,A,12000,7.51,1,0.33,N,11,30K-50K,10K-15K,30-40%,3.0416666666666665,0.2894736842105263
38,80000,MORTGAGE,2.0,MEDICAL,C,5000,13.85,0,0.06,N,15,75K-100K,0-5K,0-10%,16.0,0.39473684210526316
44,80000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,15000,13.11,0,0.19,N,16,75K-100K,10K-15K,10-20%,5.333333333333333,0.36363636363636365
44,80000,MORTGAGE,28.0,VENTURE,D,25000,15.33,0,0.31,Y,17,75K-100K,20K+,30-40%,3.2,0.38636363636363635
37,38200,RENT,0.0,VENTURE,A,12000,8.94,1,0.31,N,14,30K-50K,10K-15K,30-40%,3.183333333333333,0.3783783783783784
37,38304,RENT,3.0,PERSONAL,A,12000,7.88,1,0.31,N,12,30K-50K,10K-15K,30-40%,3.192,0.32432432432432434
37,80000,MORTGAGE,18.0,MEDICAL,B,20000,11.83,0,0.25,N,13,75K-100K,15K-20K,20-30%,4.0,0.35135135135135137
36,74000,MORTGAGE,4.0,EDUCATION,B,10250,11.48,1,0.14,N,15,50K-75K,10K-15K,10-20%,7.219512195121951,0.4166666666666667
48,80000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,7700,9.63,0,0.1,N,11,75K-100K,5K-10K,0-10%,10.38961038961039,0.22916666666666666
36,74000,MORTGAGE,4.0,PERSONAL,C,10000,11.03,1,0.14,N,15,50K-75K,5K-10K,10-20%,7.4,0.4166666666666667
36,80000,MORTGAGE,0.0,EDUCATION,B,15000,10.71,0,0.19,N,14,75K-100K,10K-15K,10-20%,5.333333333333333,0.3888888888888889
39,39996,RENT,1.0,VENTURE,B,12000,10.74,0,0.3,N,16,30K-50K,10K-15K,20-30%,3.333,0.41025641025641024
39,80000,OWN,0.0,MEDICAL,C,5000,11.22,0,0.06,N,13,75K-100K,0-5K,0-10%,16.0,0.3333333333333333
37,40000,RENT,0.0,MEDICAL,B,12000,9.91,0,0.3,N,16,30K-50K,10K-15K,20-30%,3.3333333333333335,0.43243243243243246
41,62903,MORTGAGE,4.0,MEDICAL,B,9600,10.0,1,0.13,N,12,50K-75K,5K-10K,10-20%,6.552395833333334,0.2926829268292683
38,40000,RENT,19.0,VENTURE,B,12000,10.59,0,0.3,N,11,30K-50K,10K-15K,20-30%,3.3333333333333335,0.2894736842105263
40,80004,MORTGAGE,15.0,EDUCATION,A,9500,7.51,0,0.12,N,12,75K-100K,5K-10K,10-20%,8.421473684210527,0.3
47,80004,MORTGAGE,5.0,EDUCATION,B,7000,10.99,0,0.09,N,15,75K-100K,5K-10K,0-10%,11.429142857142857,0.3191489361702128
44,80100,MORTGAGE,16.0,MEDICAL,B,8000,10.38,0,0.1,N,16,75K-100K,5K-10K,0-10%,10.0125,0.36363636363636365
44,80160,MORTGAGE,13.0,DEBTCONSOLIDATION,C,5500,13.92,0,0.07,Y,13,75K-100K,5K-10K,0-10%,14.574545454545454,0.29545454545454547
37,42000,RENT,0.0,MEDICAL,A,12000,10.99,0,0.29,N,13,30K-50K,10K-15K,20-30%,3.5,0.35135135135135137
42,42000,RENT,0.0,PERSONAL,B,12000,10.37,0,0.29,N,11,30K-50K,10K-15K,20-30%,3.5,0.2619047619047619
38,81000,MORTGAGE,3.0,PERSONAL,C,10000,14.27,0,0.12,Y,16,75K-100K,5K-10K,10-20%,8.1,0.42105263157894735
36,81000,MORTGAGE,9.0,HOMEIMPROVEMENT,C,6000,12.99,0,0.07,N,17,75K-100K,5K-10K,0-10%,13.5,0.4722222222222222
38,81000,MORTGAGE,0.0,EDUCATION,B,11000,10.36,0,0.14,N,14,75K-100K,10K-15K,10-20%,7.363636363636363,0.3684210526315789
38,81000,OWN,4.0,EDUCATION,B,7000,9.99,0,0.09,N,11,75K-100K,5K-10K,0-10%,11.571428571428571,0.2894736842105263
40,81000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,20000,6.17,0,0.25,N,14,75K-100K,15K-20K,20-30%,4.05,0.35
40,81120,MORTGAGE,1.0,EDUCATION,B,24000,9.25,0,0.3,N,15,75K-100K,20K+,20-30%,3.38,0.375
38,81120,MORTGAGE,5.0,HOMEIMPROVEMENT,B,8000,11.12,0,0.1,N,12,75K-100K,5K-10K,0-10%,10.14,0.3157894736842105
50,81510,MORTGAGE,6.0,MEDICAL,A,5000,10.99,0,0.06,N,14,75K-100K,0-5K,0-10%,16.302,0.28
43,45000,RENT,0.0,MEDICAL,A,12000,6.91,0,0.27,N,12,30K-50K,10K-15K,20-30%,3.75,0.27906976744186046
48,64430,MORTGAGE,14.0,MEDICAL,D,15000,10.99,1,0.2,Y,12,50K-75K,10K-15K,10-20%,4.295333333333334,0.25
42,64464,MORTGAGE,13.0,MEDICAL,E,30000,19.03,1,0.4,N,17,50K-75K,20K+,30-40%,2.1488,0.40476190476190477
44,39000,RENT,2.0,MEDICAL,B,12000,11.14,1,0.31,N,15,30K-50K,10K-15K,30-40%,3.25,0.3409090909090909
42,82000,MORTGAGE,13.0,HOMEIMPROVEMENT,E,26800,10.99,0,0.33,Y,15,75K-100K,20K+,30-40%,3.0597014925373136,0.35714285714285715
39,82000,MORTGAGE,7.0,HOMEIMPROVEMENT,E,8000,19.42,0,0.1,Y,17,75K-100K,5K-10K,0-10%,10.25,0.4358974358974359
41,82000,MORTGAGE,18.0,HOMEIMPROVEMENT,A,12000,7.51,0,0.15,N,17,75K-100K,10K-15K,10-20%,6.833333333333333,0.4146341463414634
38,46000,RENT,1.0,MEDICAL,B,12000,9.91,0,0.26,N,16,30K-50K,10K-15K,20-30%,3.8333333333333335,0.42105263157894735
49,82000,MORTGAGE,4.0,PERSONAL,D,10000,16.49,0,0.12,Y,12,75K-100K,5K-10K,10-20%,8.2,0.24489795918367346
38,82000,OWN,4.0,HOMEIMPROVEMENT,B,10000,11.99,0,0.12,N,13,75K-100K,5K-10K,10-20%,8.2,0.34210526315789475
37,59448,RENT,6.0,DEBTCONSOLIDATION,A,12000,6.54,0,0.2,N,16,50K-75K,10K-15K,10-20%,4.954,0.43243243243243246
46,82359,MORTGAGE,6.0,PERSONAL,A,6600,7.66,0,0.08,N,13,75K-100K,5K-10K,0-10%,12.478636363636364,0.2826086956521739
36,82500,MORTGAGE,20.0,MEDICAL,B,11000,10.65,0,0.13,N,11,75K-100K,10K-15K,10-20%,7.5,0.3055555555555556
40,82531,MORTGAGE,1.0,MEDICAL,A,6000,10.99,0,0.07,N,14,75K-100K,5K-10K,0-10%,13.755166666666666,0.35
39,54000,RENT,4.0,DEBTCONSOLIDATION,C,12000,14.22,1,0.22,Y,12,50K-75K,10K-15K,20-30%,4.5,0.3076923076923077
43,83000,MORTGAGE,13.0,HOMEIMPROVEMENT,B,3000,9.91,0,0.04,N,17,75K-100K,0-5K,0-10%,27.666666666666668,0.3953488372093023
41,83000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,3000,11.83,0,0.04,N,12,75K-100K,0-5K,0-10%,27.666666666666668,0.2926829268292683
36,83000,MORTGAGE,0.0,VENTURE,C,13000,11.97,0,0.16,N,14,75K-100K,10K-15K,10-20%,6.384615384615385,0.3888888888888889
37,24000,RENT,3.0,HOMEIMPROVEMENT,E,3000,19.03,1,0.13,N,11,Below 30K,0-5K,10-20%,8.0,0.2972972972972973
38,24000,RENT,3.0,MEDICAL,C,3000,10.99,0,0.13,Y,16,Below 30K,0-5K,10-20%,8.0,0.42105263157894735
39,24000,RENT,0.0,HOMEIMPROVEMENT,D,3000,14.12,1,0.13,N,11,Below 30K,0-5K,10-20%,8.0,0.28205128205128205
38,24996,RENT,2.0,MEDICAL,B,3000,10.99,1,0.12,N,13,Below 30K,0-5K,10-20%,8.332,0.34210526315789475
36,83625,MORTGAGE,6.0,PERSONAL,A,13200,7.51,0,0.16,N,12,75K-100K,10K-15K,10-20%,6.3352272727272725,0.3333333333333333
36,84000,MORTGAGE,2.0,PERSONAL,B,6000,12.69,0,0.07,N,13,75K-100K,5K-10K,0-10%,14.0,0.3611111111111111
37,84000,MORTGAGE,21.0,VENTURE,C,24000,10.99,0,0.29,Y,17,75K-100K,20K+,20-30%,3.5,0.4594594594594595
40,27599,RENT,6.0,VENTURE,B,3000,10.25,0,0.11,N,17,Below 30K,0-5K,10-20%,9.199666666666667,0.425
37,84000,MORTGAGE,11.0,HOMEIMPROVEMENT,C,8225,12.99,0,0.1,Y,11,75K-100K,5K-10K,0-10%,10.212765957446809,0.2972972972972973
45,28320,RENT,1.0,MEDICAL,B,3000,10.99,0,0.11,N,11,Below 30K,0-5K,10-20%,9.44,0.24444444444444444
38,84000,MORTGAGE,17.0,HOMEIMPROVEMENT,A,10800,10.99,0,0.13,N,15,75K-100K,10K-15K,10-20%,7.777777777777778,0.39473684210526316
38,84000,MORTGAGE,5.0,VENTURE,B,15000,9.63,0,0.18,N,16,75K-100K,10K-15K,10-20%,5.6,0.42105263157894735
48,29120,RENT,0.0,DEBTCONSOLIDATION,D,3000,12.49,1,0.1,Y,14,Below 30K,0-5K,0-10%,9.706666666666667,0.2916666666666667
43,84000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,12000,5.42,0,0.14,N,16,75K-100K,10K-15K,10-20%,7.0,0.37209302325581395
39,84000,OWN,12.0,EDUCATION,A,9875,7.51,0,0.12,N,15,75K-100K,5K-10K,10-20%,8.50632911392405,0.38461538461538464
36,84000,MORTGAGE,14.0,VENTURE,A,1000,7.51,0,0.01,N,16,75K-100K,0-5K,0-10%,84.0,0.4444444444444444
38,62000,RENT,3.0,DEBTCONSOLIDATION,B,12000,10.99,0,0.19,N,16,50K-75K,10K-15K,10-20%,5.166666666666667,0.42105263157894735
40,84000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,17925,14.26,0,0.21,N,16,75K-100K,15K-20K,20-30%,4.686192468619247,0.4
39,84000,MORTGAGE,2.0,EDUCATION,A,4000,9.63,0,0.05,N,12,75K-100K,0-5K,0-10%,21.0,0.3076923076923077
49,84240,MORTGAGE,4.0,MEDICAL,B,14000,11.89,0,0.17,N,17,75K-100K,10K-15K,10-20%,6.017142857142857,0.3469387755102041
36,84996,MORTGAGE,11.0,PERSONAL,B,3500,12.69,0,0.04,N,16,75K-100K,0-5K,0-10%,24.28457142857143,0.4444444444444444
47,65000,RENT,9.0,EDUCATION,A,12000,5.42,0,0.18,N,17,50K-75K,10K-15K,10-20%,5.416666666666667,0.3617021276595745
37,65000,RENT,4.0,PERSONAL,D,12000,16.49,0,0.18,N,17,50K-75K,10K-15K,10-20%,5.416666666666667,0.4594594594594595
37,65000,RENT,7.0,EDUCATION,C,12000,13.98,0,0.18,N,15,50K-75K,10K-15K,10-20%,5.416666666666667,0.40540540540540543
39,68640,RENT,2.0,MEDICAL,B,12000,9.33,0,0.17,N,16,50K-75K,10K-15K,10-20%,5.72,0.41025641025641024
40,85000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,5000,14.27,0,0.06,N,16,75K-100K,0-5K,0-10%,17.0,0.4
42,70000,RENT,6.0,MEDICAL,B,12000,10.99,0,0.17,N,12,50K-75K,10K-15K,10-20%,5.833333333333333,0.2857142857142857
38,85000,MORTGAGE,15.0,VENTURE,A,15000,6.03,0,0.18,N,15,75K-100K,10K-15K,10-20%,5.666666666666667,0.39473684210526316
37,85000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,5500,12.69,0,0.06,N,11,75K-100K,5K-10K,0-10%,15.454545454545455,0.2972972972972973
37,85000,MORTGAGE,19.0,HOMEIMPROVEMENT,B,10000,9.99,0,0.12,N,16,75K-100K,5K-10K,10-20%,8.5,0.43243243243243246
37,85000,MORTGAGE,17.0,HOMEIMPROVEMENT,B,8000,11.99,0,0.09,N,17,75K-100K,5K-10K,0-10%,10.625,0.4594594594594595
38,85000,MORTGAGE,4.0,PERSONAL,B,6000,10.99,0,0.07,N,14,75K-100K,5K-10K,0-10%,14.166666666666666,0.3684210526315789
36,73000,MORTGAGE,3.0,DEBTCONSOLIDATION,D,8000,17.49,1,0.11,N,17,50K-75K,5K-10K,10-20%,9.125,0.4722222222222222
36,72800,RENT,1.0,VENTURE,A,12000,7.66,0,0.16,N,12,50K-75K,10K-15K,10-20%,6.066666666666666,0.3333333333333333
37,85000,MORTGAGE,2.0,VENTURE,A,5600,5.42,0,0.07,N,13,75K-100K,5K-10K,0-10%,15.178571428571429,0.35135135135135137
38,85000,MORTGAGE,5.0,VENTURE,A,10000,10.99,0,0.12,N,12,75K-100K,5K-10K,10-20%,8.5,0.3157894736842105
42,85000,MORTGAGE,10.0,HOMEIMPROVEMENT,D,8500,15.58,0,0.1,Y,12,75K-100K,5K-10K,0-10%,10.0,0.2857142857142857
37,37000,OWN,5.0,VENTURE,B,6075,11.86,0,0.16,N,14,30K-50K,5K-10K,10-20%,6.090534979423868,0.3783783783783784
39,85000,MORTGAGE,2.0,VENTURE,B,5000,11.86,0,0.06,N,15,75K-100K,0-5K,0-10%,17.0,0.38461538461538464
48,85000,MORTGAGE,0.0,EDUCATION,A,10000,7.51,0,0.12,N,13,75K-100K,5K-10K,10-20%,8.5,0.2708333333333333
37,42000,RENT,3.0,VENTURE,A,3000,7.51,0,0.07,N,13,30K-50K,0-5K,0-10%,14.0,0.35135135135135137
47,85000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,5500,6.76,0,0.06,N,12,75K-100K,5K-10K,0-10%,15.454545454545455,0.2553191489361702
41,37000,OWN,0.0,VENTURE,C,10000,13.79,0,0.27,Y,13,30K-50K,5K-10K,20-30%,3.7,0.3170731707317073
40,85000,MORTGAGE,1.0,EDUCATION,C,10000,12.87,0,0.12,N,11,75K-100K,5K-10K,10-20%,8.5,0.275
36,85000,OWN,2.0,EDUCATION,D,8000,14.96,0,0.09,N,14,75K-100K,5K-10K,0-10%,10.625,0.3888888888888889
43,75000,RENT,0.0,HOMEIMPROVEMENT,A,12000,7.9,0,0.16,N,16,50K-75K,10K-15K,10-20%,6.25,0.37209302325581395
37,85000,OWN,3.0,EDUCATION,F,10000,18.43,0,0.12,Y,16,75K-100K,5K-10K,10-20%,8.5,0.43243243243243246
45,36700,OWN,7.0,PERSONAL,A,2000,7.51,0,0.05,N,16,30K-50K,0-5K,0-10%,18.35,0.35555555555555557
39,85000,MORTGAGE,1.0,PERSONAL,A,12000,9.32,0,0.14,N,13,75K-100K,10K-15K,10-20%,7.083333333333333,0.3333333333333333
46,85000,OTHER,0.0,HOMEIMPROVEMENT,A,1000,7.68,0,0.01,N,12,75K-100K,0-5K,0-10%,85.0,0.2608695652173913
47,85000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,10000,8.07,0,0.12,N,15,75K-100K,5K-10K,10-20%,8.5,0.3191489361702128
46,85000,OWN,1.0,VENTURE,A,5000,7.43,0,0.06,N,13,75K-100K,0-5K,0-10%,17.0,0.2826086956521739
44,85280,MORTGAGE,4.0,PERSONAL,B,7000,10.62,0,0.08,N,12,75K-100K,5K-10K,0-10%,12.182857142857143,0.2727272727272727
39,86000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,8500,6.03,0,0.1,N,11,75K-100K,5K-10K,0-10%,10.117647058823529,0.28205128205128205
36,62900,MORTGAGE,5.0,MEDICAL,C,6250,13.49,1,0.08,N,12,50K-75K,5K-10K,0-10%,10.064,0.3333333333333333
42,75744,RENT,2.0,EDUCATION,D,12000,14.91,1,0.16,Y,12,75K-100K,10K-15K,10-20%,6.312,0.2857142857142857
42,82000,RENT,10.0,VENTURE,D,12000,13.24,0,0.15,Y,13,75K-100K,10K-15K,10-20%,6.833333333333333,0.30952380952380953
48,83000,RENT,2.0,VENTURE,B,12000,10.99,0,0.14,N,17,75K-100K,10K-15K,10-20%,6.916666666666667,0.3541666666666667
